"","system.index","Wetness","Wetness_1","Wetness_10","Wetness_11","Wetness_12","Wetness_13","Wetness_14","Wetness_15","Wetness_16","Wetness_17","Wetness_18","Wetness_19","Wetness_2","Wetness_20","Wetness_21","Wetness_22","Wetness_23","Wetness_24","Wetness_25","Wetness_26","Wetness_27","Wetness_28","Wetness_29","Wetness_3","Wetness_30","Wetness_31","Wetness_32","Wetness_4","Wetness_5","Wetness_6","Wetness_7","Wetness_8","Wetness_9",".geo","CID","class"
"379","00000000000000000081_0",-254.60455,-504.7716,208.08455,157.73419,70.7774,207.725,211.0577,148.794,53.49415,12.5091,148.01144,212.8338,71.7754,331.0895,400.1744,316.9898,406.2241,286.95117,357.3301,267.5581,77.1043,185.0414,243.3781,219.20154,145.24405,267.72325,199.3259,318.7891,-59.69395,99.8743,-876.17236,54.4339,232.5234,NA,379,"ltr"
"380","00000000000000000082_0",-1106.966,-1925.7133,-1350.5948,-1123.6396,-1501.8296,-1794.7915,-1549.0669,-1774.6458,-2161.6692,-2188.5693,-1747.512,-1475.7053,-1774.8843,-1396.1074,-1829.5681,-1970.2,-1743.1626,-1632.001,-1833.0463,-1903.3446,-2076.0503,-1022.8853,-1012.67005,-1252.925,-868.3559,-921.6837,-836.55545,-1441.1407,-1216.585,-1090.7455,-1246.1567,-1229.1106,-894.345,NA,380,"ltr"
"381","00000000000000000083_0",-350.9705,-1358.9941,-574.0353,-616.26904,-827.3687,-1187.6394,-1259.3136,-1371.1707,-1330.5809,-1465.5227,-1191.1353,-1214.5063,-1499.6993,-961.1675,-1174.5933,-1468.9458,-1391.196,-1175.5177,-1167.934,-1520.897,-1810.7825,-625.6756,-993.5924,-1694.2363,-799.4541,-549.3882,-614.4652,-807.1826,-1305.638,-687.9511,-978.2612,-1648.3383,-993.1973,NA,381,"ltr"
"382","00000000000000000084_0",-746.1801,-389.5873,338.89066,166.0369,-211.8899,292.0363,271.16187,15.3287,24.9046,-11.674399,41.7652,214.5833,-342.40723,384.24646,412.5614,285.8667,291.10126,282.6391,243.8471,207.6342,-16.033749,257.4663,299.9919,-651.3353,203.5261,247.4315,145.2499,439.2252,-140.35141,41.4589,-621.4462,-224.81844,227.45276,NA,382,"ltr"
"383","00000000000000000085_0",-941.2861,-874.1011,-930.1843,-1893.404,-939.6907,-1398.3077,-1747.591,-1833.5612,-1525.848,-1959.492,-2144.771,-1718.5436,-901.2217,-1642.8237,-1944.158,-2054.1472,-2128.648,-1947.644,-1939.2797,-2053.7048,-2497.6475,-1276.87595,-1196.0318,-888.95557,-1165.03395,-1122.5372,-1070.0559,-809.3673,-899.44836,-791.1775,-928.888,-1559.377,-1565.415,NA,383,"ltr"
"384","00000000000000000086_0",-973.2835,-1180.0231,-1649.6212,-1613.175,-1647.8777,-1968.1528,-1323.4979,-1614.6638,-1555.6976,-1498.8195,-1441.133,-1192.5654,-860.0703,-1106.2771,-1649.5204,-2101.296,-1974.8738,-2044.1167,-1443.7849,-1705.5303,-2253.412,-933.9677,-624.6978,-1455.6233,-909.16525,-668.1601,-725.205,-1577.0272,-1317.0698,-1175.4305,-1688.869,-1512.2979,-2067.6714,NA,384,"ltr"
"385","00000000000000000087_0",-1025.8754,-1013.0447,-530.496,-549.5165,-671.2471,-950.44946,-732.15186,-1051.9714,-1062.7651,-1086.0804,-903.9304,-740.9393,-1126.9885,-847.53125,-1197.3003,-1057.5944,-805.7551,-707.8079,-836.6472,-869.9092,-1776.1528,-816.21395,-488.3418,-1803.7634,-585.8634,-493.8135,-535.45875,-1121.8424,-1752.1978,-712.00586,-855.84375,-913.9707,-560.0831,NA,385,"ltr"
"386","00000000000000000088_0",-1271.0875,-1324.7898,-2612.3484,-1266.1647,-963.3317,-376.3128,-738.9602,-1003.2364,-8.297251,-145.2896,130.2235,188.2025,135.4529,279.78845,413.9567,203.4037,9.87185,-379.5847,-236.1542,-948.3756,-441.7253,-369.5653,171.3688,-254.96097,108.7236,224.0689,119.5177,-256.3181,-714.2271,-269.686,-945.8613,-282.7718,-762.8876,NA,386,"ltr"
"387","00000000000000000089_0",-1002.0764,-828.5995,-1642.0216,-1191.8298,-1503.8865,-1669.719,-1966.4142,-1970.8322,-2404.875,-2072.37,-2108.5007,-2421.787,-789.2451,-1658.0237,-2268.8992,-2526.5637,-2819.9119,-2134.1482,-2116.66,-2306.599,-2742.3396,-1636.9676,-954.0041,-893.5168,-1407.0924,-1046.7554,-903.8928,-698.88336,-2100.2075,-2087.4976,-1470.5417,-1222.6794,-1347.3677,NA,387,"ltr"
"388","0000000000000000008a_0",-1416.7773,-1410.7214,-1685.2637,-1382.4666,-1445.3989,-752.5308,-427.4834,-522.0033,-994.1989,-4.7098,145.05624,158.0462,-69.0451,236.1501,340.864,-170.28775,-704.79236,-199.7624,-786.4674,-1116.3057,-1714.3975,-267.7691,-15.8155,-214.97,56.5566,175.9167,-178.0234,-383.49,-984.8005,-486.1062,-557.7349,-366.9368,-2053.3826,NA,388,"ltr"
"389","0000000000000000008b_0",-742.5807,-1224.4587,-1059.3867,-1203.6796,-1268.7981,-1678.888,-1146.0837,-1528.1727,-2468.269,-1977.1041,-1537.1741,-1528.7869,-1033.1241,-1318.4028,-2071.0647,-2032.871,-1929.0381,-1750.8513,-1614.0409,-1870.8794,-2609.385,-1453.82905,-1158.3473,-1027.3331,-1530.21125,-763.9833,-774.5389,-855.1887,-1562.4407,-918.7564,-1478.8873,-1452.812,-1163.3969,NA,389,"ltr"
"390","0000000000000000008c_0",-561.4431,-593.09344,-799.10156,-960.408,-865.8911,-937.2568,-1184.0084,-1462.3981,-1443.9385,-1653.7219,-1284.0306,-1453.727,-417.01068,-827.8258,-1010.1394,-1499.981,-1404.7877,-931.7782,-1296.0482,-1145.3606,-1337.2333,-956.0174,-430.6183,-1061.9812,-604.17575,-249.4177,-281.24825,-475.728,-949.6897,-565.6854,-717.3197,-677.24243,-660.8848,NA,390,"ltr"
"391","0000000000000000008d_0",-569.2006,-635.9701,-605.7532,-1136.9478,-1340.7123,-1142.5116,-1220.9653,-1558.225,-1613.9121,-1578.2775,-1186.6108,-987.5119,-595.3293,-996.7581,-1103.7927,-1208.1002,-1176.4075,-1150.956,-985.1056,-1232.9093,-1614.8975,-370.8803,-359.48025,-641.2321,-390.9499,-383.98085,-298.2332,-979.4425,-1297.3074,-1168.5109,-1308.0955,-1205.6453,-1006.8584,NA,391,"ltr"
"392","0000000000000000008e_0",-2111.2085,-1799.4197,-1719.875,-1636.3387,-2231.3645,-1956.0139,-1947.629,-2145.079,-2248.8687,-2284.5479,-2525.8582,-2132.4106,-1395.9406,-2034.5636,-1726.1995,-2880.8442,-2373.6128,-2101.6868,-1929.1053,-2664.5098,-2155.6792,-455.6022,-463.5081,-1922.8452,-631.59255,-477.22445,-2037.0234,-1308.5957,-2392.314,-1790.2198,-1473.8632,-1540.8667,-1873.2135,NA,392,"ltr"
"393","0000000000000000008f_0",-620.1331,-1419.2615,-559.239,-496.4641,-916.2641,-1060.2692,-1167.4197,-1447.49,-1365.0677,-1379.7537,-1123.7167,-976.0149,-1093.9072,-1046.6249,-1009.2167,-931.3473,-1183.8232,-783.5247,-875.1,-1166.875,-1210.757,-436.0801,-186.593,-1312.4633,-272.3783,-103.9354,-218.8292,-875.9632,-1398.7223,-715.3239,-1243.9669,-1243.4169,-1173.7633,NA,393,"ltr"
"394","00000000000000000090_0",-1390.665,-1350.4531,-1200.9174,-1083.8738,-1152.8212,-1399.593,-1240.3798,-1635.5066,-1977.2664,-1680.7733,-1519.5576,-1132.965,-1283.3999,-1183.1543,-1294.564,-1408.1332,-1537.8572,-1311.4825,-1482.2451,-1578.4236,-1848.5854,-402.57605,-746.0843,-1137.9268,-296.0391,-9.07134999999988,46.2053999999999,-1089.2,-1118.6548,-763.412,-1078.0522,-936.5635,-1004.75745,NA,394,"ltr"
"395","00000000000000000091_0",-1371.0004,-1128.9725,-1758.6218,-1617.3965,-1624.0558,-2252.927,-2683.6548,-2842.364,-2610.7383,-2506.6682,-2507.4138,-2204.0732,-903.898,-1551.8966,-1989.8411,-2487.0093,-1821.4214,-1725.6808,-1928.3218,-2229.4888,-3002.9775,-1192.91865,-1411.4297,-1341.0051,-1489.8877,-961.6778,-1184.1335,-1264.7238,-1643.4888,-1152.368,-1355.8525,-1604.9994,-2193.5745,NA,395,"ltr"
"396","00000000000000000092_0",-1121.6919,-1099.8162,-1739.8893,-1520.3657,-1377.0283,-1641.5348,-1252.1635,-1674.2332,-1522.6724,-1593.5614,-1486.9747,-1413.7375,-899.819,-1289.2432,-1874.2896,-2330.974,-1933.0219,-2101.6309,-2001.3147,-2245.1104,-2420.7834,-1172.2449,-1253.7624,-1154.7871,-1367.21665,-1048.6101,-1259.7885,-1870.5706,-1879.4874,-1454.8789,-1458.8478,-1658.7234,-1867.5154,NA,396,"ltr"
"397","00000000000000000093_0",-1441.6628,-854.7311,-1148.877,-296.50977,-531.6018,-630.7549,-110.00715,-519.5417,-131.2498,-137.3929,22.3884,66.187004,-424.4426,82.604,-55.168,-882.3092,-460.2761,-562.9318,-569.6057,-1059.6007,-1039.7352,-191.7169,-150.69935,-230.54886,-323.6648,-24.5483,-337.82055,121.6869,-629.9762,-300.5272,-570.0589,-408.0978,-996.89307,NA,397,"ltr"
"398","00000000000000000094_0",-962.90515,-1100.2188,-1411.8239,-1384.668,-1782.2374,-1697.1373,-1566.6825,-1847.6107,-2175.1558,-2140.5625,-2019.0293,-2132.1167,-792.0779,-1835.5042,-2127.7073,-2177.5771,-2012.9324,-1779.8696,-1888.5516,-1738.885,-2436.6025,-1121.48335,-1152.8311,-1115.5995,-1236.2365,-1245.4413,-1063.30315,-1215.0061,-1997.2936,-1806.6663,-1637.9052,-1606.8401,-1839.4272,NA,398,"ltr"
"399","00000000000000000095_0",-681.3515,-757.22546,-898.7986,-1403.6737,-1151.6069,-1679.8113,-1372.0718,-1958.5256,-1711.6705,-1561.1357,-1870.7379,-1464.56,-669.5343,-1158.681,-1686.6243,-1819.8096,-1605.9292,-1086.7128,-1531.4482,-1813.4827,-1764.8992,-888.685,-862.0238,-1189.9517,-1372.7173,-459.3356,-476.22535,-989.1125,-1563.1707,-1052.8541,-1339.7446,-1162.9637,-1454.891,NA,399,"ltr"
"400","00000000000000000096_0",-893.4391,-698.9871,-1692.6013,-1490.61,-1382.5549,-1780.6825,-1611.0564,-2303.524,-2588.9639,-2202.8296,-1963.1874,-1829.0785,-683.2557,-1840.4431,-2275.879,-2278.3547,-2372.5474,-1887.7964,-1871.8933,-1981.6656,-2041.3948,-1372.8244,-912.24355,-732.03455,-1277.1293,-606.5648,-1210.5239,-560.7633,-2164.1606,-1428.0369,-1635.5222,-1161.7019,-1709.8969,NA,400,"ltr"
"401","00000000000000000097_0",-739.4958,-712.7191,-1159.1375,-1089.6296,-1158.0892,-1407.0947,-1071.638,-1537.6315,-1771.2021,-1701.2434,-1582.7897,-1325.0886,-677.3342,-1188.1562,-1589.1191,-1508.762,-1548.5673,-1248.1731,-1419.5385,-1377.8429,-1428.706,-875.1498,-427.8725,-808.87866,-485.91845,-334.892,-650.9642,-694.725,-2132.3723,-1236.4192,-1872.1667,-878.0058,-1304.4429,NA,401,"ltr"
"402","00000000000000000098_0",-381.1433,-547.18616,-686.26953,-671.0296,-789.4163,-727.2147,-706.0488,-1327.9456,-1387.157,-1302.3986,-1549.8649,-1196.792,-338.7993,-1151.7666,-1170.1093,-1277.5176,-1257.5773,-1101.3667,-1274.7217,-1287.5642,-1884.8062,-632.532,-549.3168,-505.51385,-544.8743,-427.1821,-614.74375,-391.6753,-469.6972,-457.9633,-248.27554,-446.33905,-963.07837,NA,402,"ltr"
"403","00000000000000000099_0",-443.2424,-543.1916,-974.21246,-927.8023,-993.61584,-1181.2451,-1193.2745,-1220.5645,-1194.3501,-1424.5634,-1260.6874,-1105.4667,-498.69043,-1021.1364,-1209.2483,-1167.0273,-1034.629,-914.77856,-1154.7332,-1298.1049,-1453.7631,-491.8075,-517.719,-528.01,-722.8384,-477.1912,-598.6739,-546.42755,-681.2789,-1146.1796,-1154.7927,-1113.2134,-1159.1157,NA,403,"ltr"
"404","0000000000000000009a_0",-513.003,-518.2807,-357.7656,-416.6105,-446.5554,-402.41296,-567.9052,-549.5385,-834.246,-1451.6996,-1986.7957,-1440.1199,-509.61224,-1008.032,-1116.0188,-1185.3793,-1267.1707,-1331.3721,-1582.8948,-1356.0148,-1386.4646,-195.14015,-70.8154000000002,-541.5446,-263.6487,60.0191,-173.006,-461.9547,-492.9181,-494.8469,-794.3468,-471.44022,-546.80634,NA,404,"ltr"
"405","0000000000000000009b_0",-1120.0513,-885.299,-742.7865,-727.8063,-772.4658,-1407.201,-1954.7954,-1517.0881,-1807.1587,-1313.2827,-1912.1967,-1180.7279,-867.4529,-979.4636,-1189.9401,-1714.2611,-2168.9712,-1561.8739,-1525.4119,-1490.186,-1619.7853,-810.6532,-656.6987,-1018.3915,-597.18525,-87.3975,-714.5733,-810.04553,-1477.0807,-834.65466,-1221.0737,-883.7447,-1185.2473,NA,405,"ltr"
"406","0000000000000000009c_0",-1820.9861,-1837.5068,-2241.3186,-2216.4756,-1987.5824,-1741.8723,-2169.7725,-2331.351,-2452.4731,-2783.2144,-2647.8064,-2107.8083,-1617.2343,-2135.2417,-2404.3662,-2355.781,-2361.2104,-2008.8514,-2390.1663,-2461.5684,-2890.8132,-776.09175,-1421.169,-1805.3702,-1427.5205,-1390.2626,-1190.34245,-1455.5981,-2093.5894,-2814.7007,-2238.8853,-1855.0626,-2345.394,NA,406,"ltr"
"407","0000000000000000009d_0",-1025.6938,-1012.0388,-1439.8752,-1294.0646,-991.3351,-1190.294,-2372.9338,-1583.9713,-2469.96,-1295.6685,-1581.7802,-1616.1758,-533.4478,-1484.0466,-1365.1946,-1170.7122,-1584.62,-1380.227,-1268.8694,-1410.03,-1747.6295,-426.0326,-186.6702,-963.0539,-302.3685,-73.2728,-277.4977,-622.5448,-1046.5471,-1443.0605,-1742.6942,-1560.1694,-1523.9915,NA,407,"ltr"
"408","0000000000000000009e_0",-871.7538,-1325.0355,-1665.0353,-1102.8163,-1346.0312,-1294.3015,-1230.4298,-1772.7039,-2229.1477,-1733.5806,-2093.2422,-28.404549,-1003.6877,-157.7467,-0.2619,11.1145,-84.714,-37.9435,-615.695,-1640.942,-1665.7388,-499.2431,-872.1875,-1238.5992,-918.5708,-857.0042,-708.6797,-933.43884,-1397.0984,-1901.9266,-1541.2338,-1072.3414,-1802.9594,NA,408,"ltr"
"409","0000000000000000009f_0",-252.9235,-269.5512,-366.1552,-331.723,-334.11295,-439.94452,-465.73056,-662.7494,-732.92,-716.8376,-659.506,-590.04376,-353.1543,-564.7727,-678.1549,-631.87805,-806.1529,-503.95477,-569.5289,-624.92474,-819.2611,-64.5522000000001,-44.2509,-451.3176,132.10475,143.7507,67.3796999999999,-411.8299,-531.7633,-415.49844,-473.2156,-435.64325,-552.89795,NA,409,"ltr"
"410","000000000000000000a0_0",-635.6004,-1271.8951,-1412.9441,-1096.4209,-1748.8931,-1373.6536,-1185.956,-1639.6431,-1871.7166,-1565.5396,-1180.7856,-108.7154,-895.0819,-198.234,-6.0269003,-134.8902,-75.5219,-177.9522,-1474.5513,-1716.918,-2344.2954,-985.6456,-1518.4181,-1367.4775,-1083.7522,-691.0064,-784.7443,-1016.2023,-1644.9326,-1847.5552,-1448.6418,-924.3711,-1593.0771,NA,410,"ltr"
"411","000000000000000000a1_0",-793.5694,-1033.354,-1261.4133,-1093.0293,-1866.3219,-1251.0498,-1435.1821,-1865.353,-2577.1084,-1937.4675,-1718.5831,-1736.3033,-1055.2147,-1324.833,-2037.581,-2151.166,-1784.2783,-1376.6877,-1216.4054,-1538.5548,-1666.8391,-548.0156,-970.2065,-1605.554,-561.4735,-467.8346,-511.9994,-718.5619,-1533.2184,-1623.7906,-1657.1229,-606.071,-1326.6721,NA,411,"ltr"
"412","000000000000000000a2_0",-2101.7776,-1718.147,-1109.7504,-1049.088,-1144.7742,-1279.2422,-1217.1926,-1492.4497,-1619.0933,-1582.7367,-1620.4136,-1673.9653,-1825.1277,-1426.9926,-1592.5583,-1536.9622,-1488.5754,-1486.258,-1784.5543,-1737.1079,-1930.3105,-1161.50695,-1050.9672,-1985.0018,-693.8656,-799.9132,-879.8717,-1774.3767,-1650.8619,-1556.5408,-1188.9825,-1015.33203,-1587.6692,NA,412,"ltr"
"413","000000000000000000a3_0",-1170.4403,-1059.3477,-1256.6083,-796.8009,-765.0558,-1362.2178,-1149.3901,-1790.0281,-2484.2527,-1830.3785,-2028.6871,-1717.2485,-1236.4564,-1296.8713,-1223.5957,-1396.7847,-1187.034,-990.0462,-1550.4746,-2034.1038,-1406.653,-1425.8485,-1122.2922,-1365.9446,-654.4482,-736.45815,-880.3424,-763.222,-1050.4728,-1373.8142,-1929.6515,-1337.2593,-1840.9514,NA,413,"ltr"
"414","000000000000000000a4_0",-1833.0568,-1656.5667,-1653.7659,-1825.1849,-2257.3984,-2207.7031,-1852.502,-2376.4558,-1982.8978,-2019.9619,-2331.6343,-2068.6914,-2549.9783,-2163.881,-2376.6465,-2540.2527,-2811.14,-2331.4124,-2468.307,-2818.7603,-2773.563,-1532.0382,-1208.5057,-2424.7986,-1232.5266,-1357.1264,-1296.05025,-2307.6804,-2531.2266,-1603.3745,-1749.1049,-1753.9111,-2315.913,NA,414,"ltr"
"415","000000000000000000a5_0",-522.68823,-1894.0581,-814.7144,-896.93945,-924.0393,-962.7272,-844.19226,-1208.861,-1338.4392,-1663.6155,-1531.3552,-1077.3422,-1444.6226,-901.4185,-951.6848,-786.2141,-989.53674,-830.09045,-844.249,-988.6445,-1052.1604,21.696,68.5488,-1414.7242,-715.606,-532.7649,-495.3396,-1012.95996,-1356.528,-907.8811,-962.0747,-789.36975,-1333.7078,NA,415,"ltr"
"416","000000000000000000a6_0",-1188.0953,-1289.6027,-1063.6056,-1697.1775,-1261.884,-1808.9462,-1608.5863,-1638.28,-1852.3187,-1890.7644,-1642.8884,-1753.0725,-1292.7747,-1189.8417,-1016.5175,-1565.8104,-1516.2681,-1436.2788,-1642.4017,-1564.5774,-1993.13,-1051.7085,-857.8678,-1813.1831,-1350.1667,-1036.1379,-1720.8362,-1144.0217,-1115.0525,-1309.0015,-843.4087,-919.76404,-1375.5026,NA,416,"ltr"
"417","000000000000000000a7_0",-1347.1508,-1628.3037,-1195.2614,-1229.9723,-1216.4393,-941.6216,-1131.2478,-1412.3413,-1659.5422,-1398.044,-807.876,-1340.0286,-700.0573,-984.8222,-1516.8052,-1758.4492,-1425.8396,-694.59546,-1196.4069,-1409.6454,-1308.5873,-317.5453,-1193.3518,-681.0216,-412.06925,-263.2579,-604.676,-585.0404,-952.6877,-807.2943,-694.9242,-1071.8541,-1062.7997,NA,417,"ltr"
"418","000000000000000000a8_0",-891.2479,-1193.326,-1488.5823,-1229.258,-1385.7665,-1384.3517,-1380.3105,-1421.9318,-1683.74,-1866.3672,-1735.9504,-1350.18,-979.7688,-1385.1782,-2176.4243,-1947.1482,-1820.4229,-1385.4989,-1488.7452,-1872.9681,-1463.2822,-357.6129,-454.3181,-1274.5669,-693.2063,-335.1286,-467.8823,-811.906,-893.4505,-871.1872,-847.8408,-1115.9106,-1114.8951,NA,418,"ltr"
"419","000000000000000000a9_0",-795.9934,-921.15186,-852.42365,-744.37244,-852.8561,-1050.0645,-1354.3278,-1670.9131,-1557.8232,-1742.7117,-1612.1367,-1352.6152,-776.296,-1262.9215,-1647.6725,-1693.4349,-1504.17,-1422.9269,-1327.6654,-1213.4048,-2018.2068,-472.20115,-282.54265,-1005.5493,-502.46325,-318.25425,-592.605,-745.4788,-961.1828,-662.3802,-829.48096,-856.7998,-1542.089,NA,419,"ltr"
"420","000000000000000000aa_0",-119.1988,-247.3593,-68.97915,-281.466,-236.6984,-308.3895,-216.5534,-465.273,-421.0643,-589.3878,-507.4569,-454.67822,-261.75647,-252.8445,-281.8517,-509.1919,-516.0503,-344.9343,-512.7024,-509.57483,-623.24146,-58.9555,40.3213,-386.9232,46.192,49.1147,12.082,-145.1003,-423.74847,-68.42805,-539.5062,-480.198,-470.70447,NA,420,"ltr"
"421","000000000000000000ab_0",-722.69885,-490.0146,-1003.3829,-354.6524,-793.3059,-543.9817,-1072.7195,-1322.0503,-1606.6583,-1495.0225,-1258.7831,-1161.0776,-485.8494,-1161.5338,-1726.0757,-2083.8372,-987.33826,-886.905,-1023.5658,-1417.9258,-1252.2609,-540.54875,-676.7641,-672.4758,-715.12245,-218.5711,-817.605,-798.39087,-707.0018,-808.7523,-1324.2552,-768.13446,-943.7054,NA,421,"ltr"
"422","000000000000000000ac_0",-816.8461,-660.2868,-1098.9591,-1299.1743,-1135.4227,-1106.2896,-1235.7773,-1513.5044,-2119.227,-2285.3325,-1917.3864,-1404.1415,-1798.2961,-1302.5818,-1555.0706,-1363.0159,-2356.4072,-1374.665,-1603.5881,-2022.2004,-1950.127,-1152.7045,-712.93005,-1006.47205,-732.7397,-650.9046,-518.0861,-1033.6403,-1486.8115,-2344.261,-1254.7554,-1310.3729,-1456.6553,NA,422,"ltr"
"423","000000000000000000ad_0",-898.4013,-1019.5536,-1540.5505,-1339.52,-1019.1206,-1146.6387,-1187.7794,-1463.6465,-1960.9974,-1519.705,-1682.1255,-1473.1576,-1130.2874,-1730.0934,-1814.9023,-1592.5966,-1427.4607,-1558.9336,-1414.4805,-1447.0544,-1577.7072,-1238.0054,-534.3736,-1481.6407,-633.1614,-470.8141,-630.1041,-1564.612,-1335.7837,-2891.1997,-1360.7217,-1034.861,-1743.3342,NA,423,"ltr"
"424","000000000000000000ae_0",-992.6443,-1078.415,-1199.7703,-1046.6251,-1039.5171,-1117.5013,-1329.2655,-1412.3552,-1617.5507,-2015.443,-2304.7097,-1262.8502,-785.53046,-1376.1334,-941.786,-1110.275,-1216.9169,-1233.9446,-1222.4543,-1185.1943,-1601.7898,-1680.2554,-1026.4521,-1713.4075,-862.8002,-947.1936,-345.50245,-532.7973,-1656.5612,-844.5134,-860.5243,-688.9691,-974.937,NA,424,"ltr"
"425","000000000000000000af_0",-1440.5128,-1498.3099,-1406.5464,-1368.9414,-1403.427,-1481.9292,-1589.7877,-1713.9412,-2120.8042,-2169.3862,-1904.8806,-2097.2507,-1236.0651,-1843.5452,-2114.5586,-2064.42,-2232.4104,-1090.3452,-1289.0852,-1228.7925,-1777.9542,-511.7251,-1244.9982,-1303.2234,-1258.1796,-1018.1815,-947.8945,-1080.8105,-1266.263,-955.6289,-1146.9033,-1184.1718,-1446.8225,NA,425,"ltr"
"426","000000000000000000b1_0",-780.5241,-644.8069,-558.4785,-652.34656,-914.2314,-760.3672,-1152.6992,-1385.9111,-1556.2377,-1650.0513,-1116.4558,-1105.9309,-620.2436,-1119.9244,-1763.7769,-2025.8326,-1026.3654,-981.9781,-1071.7214,-1678.7167,-1201.0823,-692.07295,-786.6371,-737.2269,-991.61715,-355.8913,-1008.3113,-635.42664,-709.3375,-748.7064,-647.9467,-722.17523,-863.8965,NA,426,"ltr"
"427","000000000000000000b2_0",-753.613,-763.3872,-1035.4473,-1249.5295,-1164.7844,-1048.2046,-1089.9132,-1415.3643,-1454.9554,-1802.2296,-1696.1376,-1468.6177,-657.8792,-1319.4619,-1410.8702,-1530.2281,-1470.1462,-1408.3535,-1295.1654,-1735.078,-1755.2593,-541.4048,-509.3941,-757.7248,-261.8484,-538.2827,-146.6173,-666.4004,-1433.9121,-1124.3842,-1217.5186,-1482.0706,-1316.0361,NA,427,"ltr"
"428","000000000000000000b3_0",-1139.0457,-773.5962,-1227.4775,-1000.4343,-1319.2882,-1186.803,-1114.425,-1648.0577,-2462.1938,-1593.7563,-1366.2894,-1436.0647,-772.0943,-1488.2628,-1581.6086,-1588.8091,-1425.0804,-746.6748,-1184.127,-1798.8328,-2181.459,-740.4742,-784.4729,-1062.301,-737.3025,-687.16495,-924.238,-570.8799,-891.1499,-622.1179,-608.0364,-955.5838,-984.5333,NA,428,"ltr"
"429","000000000000000000b4_0",-1040.0101,-1275.3354,-647.4432,-1467.8738,-1356.3989,-1193.519,-1514.2405,-1523.9364,-2000.4052,-1797.8098,-1454.695,-1155.7,-919.80145,-1167.2253,-2306.4048,-1468.8481,-1686.1992,-1095.9196,-1246.1016,-1442.4185,-1805.3494,-467.46555,-163.22,-1867.1241,-97.4947,-140.613,-623.9104,-642.801,-586.2155,-1114.9592,-826.6786,-1050.2484,-1669.9598,NA,429,"ltr"
"430","000000000000000000b5_0",-668.91724,-1073.4478,-945.6341,-1049.1113,-1118.5002,-1293.4309,-1095.884,-1362.3756,-1854.1038,-1582.8715,-1395.7856,-1249.5085,-698.3887,-1231.9221,-1271.3088,-1493.7731,-1239.2291,-1083.7262,-1141.5562,-1162.307,-1581.6711,-296.3154,-386.6616,-1310.344,-346.4654,-264.4168,-217.1041,-1117.1918,-1654.4604,-1102.9252,-1358.2214,-997.789,-1226.8853,NA,430,"ltr"
"431","000000000000000000b6_0",-1238.8511,-1187.979,-990.16,-1412.9396,-1454.8733,-1000.0557,-1377.742,-1172.0671,-1709.5034,-1819.1162,-1653.1698,-1648.7471,-1128.4247,-1466.1265,-1808.3396,-1786.1271,-1454.086,-1587.2126,-1266.1819,-1587.1141,-2049.692,-743.4851,-688.1819,-1791.4746,-203.3507,-702.4295,-185.1748,-1758.6881,-1645.28,-1614.5112,-1469.0079,-1658.0232,-1205.0435,NA,431,"ltr"
"432","000000000000000000b7_0",-175.1898,-99.129105,-348.9309,-315.9719,-663.9593,-281.0692,-226.82425,-772.89264,-733.0405,-771.9386,-728.37256,-562.9372,-286.1436,-396.8647,-492.1365,-589.9668,-435.9809,-593.8406,-388.7792,-373.0283,-716.1356,-113.18905,-90.02165,-199.9446,-19.3482,-123.7528,-144.3655,-213.41104,-448.1587,-259.6858,-314.8071,28.3513,-191.7231,NA,432,"ltr"
"433","000000000000000000b8_0",-962.8636,-1312.576,-895.02765,-900.3681,-1025.5472,-1099.4255,-908.9812,-1601.5365,-2312.2168,-2000.7982,-1444.0049,-1331.4915,-1200.7832,-1218.8243,-1153.8278,-1186.0104,-1236.3962,-1358.2253,-1264.2908,-1034.2292,-1308.1587,-390.06035,-319.1184,-1806.2651,-125.1911,-443.00695,-187.97745,-1035.1722,-1484.4484,-1047.1106,-988.4984,-1706.229,-1388.1199,NA,433,"ltr"
"434","000000000000000000b9_0",-1106.1216,-740.53644,-562.7061,-753.5416,-873.725,-1092.132,-1177.56,-1472.397,-1671.5537,-1649.1406,-1348.4775,-858.0671,-326.2258,-696.5643,-1431.8433,-1668.2017,-578.8799,-954.2175,-1140.6879,-1388.9457,-1754.6174,-254.76135,-651.2501,-1094.8785,-872.18055,-73.6429000000002,-439.4178,-551.5171,-402.6877,-680.6821,-635.9067,-1114.7448,-1045.4028,NA,434,"ltr"
"435","000000000000000000ba_0",-488.7358,-530.218,-396.973,-522.4087,-568.58185,-588.0057,-682.0576,-885.3825,-784.30725,-948.95123,-915.85144,-793.1959,-554.71924,-759.5597,-595.4352,-663.9894,-654.2237,-716.5567,-595.6236,-743.2461,-902.7448,-129.6802,81.5634,-659.1447,59.0442499999999,29.4055000000002,69.5300999999999,-590.2923,-496.1548,-430.9643,-545.49316,-633.9416,-604.3843,NA,435,"ltr"
