"","system.index","NDWI","NDWI_1","NDWI_10","NDWI_11","NDWI_12","NDWI_13","NDWI_14","NDWI_15","NDWI_16","NDWI_17","NDWI_18","NDWI_19","NDWI_2","NDWI_20","NDWI_21","NDWI_22","NDWI_23","NDWI_24","NDWI_25","NDWI_26","NDWI_27","NDWI_28","NDWI_29","NDWI_3","NDWI_30","NDWI_31","NDWI_32","NDWI_4","NDWI_5","NDWI_6","NDWI_7","NDWI_8","NDWI_9",".geo","CID","class"
"682","000000000000000000b7_0",-0.30396476,-0.2473054,-0.42965987,-0.037832312,-0.45828065,-0.39944133,-0.42448726,-0.4393579,-0.38453963,-0.41806293,-0.41822174,-0.37447298,-0.41433692,-0.4995605,-0.482207,-0.5017857,-0.46956235,-0.36752447,-0.4749369,-0.35683724,-0.5362963,-0.40439856,-0.51368666,-0.44556266,-0.49983677,0.43073812,-0.5752881,-0.3595352,-0.39130434,-0.37876207,-0.44283766,-0.43820226,-0.48016623,NA,682,"oth"
"683","000000000000000000b8_0",-0.41230488,-0.4787441,-0.51822174,-0.2935943,-0.58201945,-0.38192862,-0.43807542,-0.43683323,-0.43282548,-0.28046745,-0.3677173,-0.46418938,-0.13713911,-0.47446024,-0.45217392,-0.49974477,-0.4308779,-0.22917497,-0.46232405,-0.3823824,-0.328911,-0.48272163,-0.40639096,-0.31700423,-0.35571036,0.28343517,-0.34349355,-0.37043566,-0.44433248,-0.38209817,-0.4822695,-0.15588547,-0.47298118,NA,683,"oth"
"684","000000000000000000b9_0",-0.32838324,-0.25113124,-0.4778481,-0.10314263,-0.47583643,-0.47096774,-0.38892782,-0.3690566,-0.33092412,-0.41734302,-0.4557628,-0.4251033,-0.35135135,-0.35495314,-0.38565698,-0.5044405,-0.4701473,-0.24966262,-0.4382716,-0.4914481,-0.4212472,-0.5197324,-0.41458198,-0.34270725,-0.4035323,-0.5134184,-0.3411703,-0.4014556,-0.46729523,-0.47100827,-0.44542032,-0.44877407,-0.49043366,NA,684,"oth"
"685","000000000000000000ba_0",-0.2295193,-0.36107635,-0.47859424,-0.43972602,-0.5316742,-0.49027926,-0.41824752,-0.41039717,-0.3840782,-0.3744076,-0.40649498,-0.35080644,-0.338843,-0.43846154,-0.39247832,-0.49586582,-0.40939596,-0.32672113,-0.48374462,-0.4179357,-0.48217636,-0.59033555,-0.34983853,-0.31138152,-0.44032663,-0.5771692,-0.36453527,-0.36588135,-0.50749016,-0.1078494,-0.42429194,-0.24765158,-0.46969226,NA,685,"oth"
"686","000000000000000000bb_0",-0.25537208,-0.46895215,-0.5004016,-0.26002145,0.039046988,-0.4349076,-0.46451613,-0.30405566,-0.37962317,-0.40913847,-0.43961352,-0.3335761,-0.33130082,-0.43135887,-0.2367135,-0.42114696,-0.27932823,-0.33975902,-0.29166666,-0.40618557,-0.47731397,-0.5320411,-0.4676605,-0.3501068,-0.39759037,0.22173752,-0.3225115,-0.42138064,-0.4765392,-0.45154184,-0.44133192,-0.42783505,-0.3776301,NA,686,"oth"
"687","000000000000000000bc_0",1.0571429,0.9567308,1.0451127,0.93359685,0.9846939,1.0305085,1.0203562,1.1547117,1.019685,0.9701493,0.9553696,1.0251397,0.8901454,0.964036,1.1497505,1.0724138,1.4390244,1.0077922,1.0301205,0.9801375,1.0246913,0.7751196,0.82258064,0.8854902,0.8442623,0.978308,0.8333333,1.0491494,0.9390244,1.0311526,0.5821656,0.525349,1.0833334,NA,687,"oth"
"688","000000000000000000bd_0",0.8356941,0.9678899,1.0292683,0.973466,0.9852761,1.0368098,0.98372513,1.0110701,1.0187266,0.91237116,0.9560155,1,0.9100346,1.0162896,1.0271647,1.02243,0.9588054,1.0077922,1.015361,1.0175439,0.8595194,0.7038961,0.79574466,0.91155493,0.8545455,0.97749436,0.83148557,0.9541779,1.0915033,1.194853,0.67318434,0.4761566,0.875,NA,688,"oth"
"689","000000000000000000be_0",-0.29845905,-0.36024266,-0.41839764,0.082987554,-0.44192478,-0.44094488,-0.13254191,-0.42740524,-0.38794953,-0.4289889,-0.35284933,-0.3553398,-0.34901083,-0.10866142,-0.35474452,-0.42717195,-0.33722627,-0.108510636,-0.40875596,-0.30079034,-0.38261274,-0.4,-0.1329114,-0.4863214,-0.32194602,-0.43993506,-0.48396686,-0.4060416,-0.4314537,-0.44271845,-0.47427714,-0.36183053,-0.43754676,NA,689,"oth"
"690","000000000000000000bf_0",-0.328818,-0.28486648,-0.34059405,-0.25867507,-0.366526,-0.36736402,-0.3990838,-0.3078759,-0.3170987,-0.33736205,-0.328084,-0.25307304,-0.43677205,-0.38002595,-0.33150434,-0.40818006,-0.40580243,-0.2734563,-0.46253747,-0.42325276,-0.3608074,-0.4095289,-0.4750743,-0.3281066,-0.35136452,-0.30981,-0.40667838,-0.4353325,-0.47213212,-0.45442083,-0.35169196,-0.40563086,-0.3261708,NA,690,"oth"
"691","000000000000000000c0_0",-0.47583017,-0.31159917,-0.29339144,-0.48945147,-0.48664463,-0.43545878,-0.36923078,-0.4430098,-0.41594827,-0.5222083,-0.40309832,-0.4164251,-0.48770335,-0.3874459,-0.4308838,-0.4481935,-0.36759868,-0.011065444,-0.45751634,-0.47707847,-0.44987026,-0.34765714,-0.51124233,-0.3206171,-0.5137006,-0.46332645,-0.41431925,-0.43713355,-0.4856508,-0.5102988,-0.5274435,-0.50713664,-0.5192939,NA,691,"oth"
"692","000000000000000000c1_0",-0.2896596,-0.23663664,-0.41703057,-0.4176863,-0.19616248,-0.42587346,-0.4654072,0.91698116,-0.40683827,0.6569579,-0.2872438,-0.3002741,-0.22425129,-0.4492996,-0.42971304,-0.31542182,-0.31455806,-0.112137906,-0.5004035,-0.36257657,-0.44115248,-0.5632637,-0.49716714,-0.43361065,-0.34500974,-0.53846157,-0.4549266,-0.33451417,-0.35841838,-0.39912722,-0.33879283,-0.3091759,-0.3442054,NA,692,"oth"
"693","000000000000000000c2_0",-0.35209924,-0.25891474,-0.3838352,-0.34305012,-0.40418017,-0.36846808,-0.2961989,0.91129035,-0.35176882,-0.41911536,-0.34009317,-0.36536226,-0.17138103,-0.5009409,-0.3326923,-0.36014968,-0.40763173,-0.09284213,-0.4687924,-0.4167905,-0.43944407,-0.4897191,-0.54192674,-0.36325553,-0.29401562,-0.5388628,-0.48829082,-0.3721707,-0.4540589,-0.42204025,-0.342246,-0.36088476,-0.35958835,NA,693,"oth"
"694","000000000000000000c3_0",-0.41557592,-0.29777256,-0.23890463,-0.39130434,-0.547708,-0.43304163,-0.43368998,-0.4008658,-0.28422055,-0.33705357,-0.365219,-0.37739345,-0.3683373,-0.42658317,-0.4725944,-0.3709239,-0.45228902,-0.14500159,-0.40833333,-0.4003384,-0.42519063,-0.5703355,-0.3977306,-0.36966515,-0.5434913,-0.5404785,-0.41669232,-0.44653642,-0.53681964,-0.08057191,-0.47284696,-0.276644,-0.478125,NA,694,"oth"
"695","000000000000000000c4_0",-0.44249153,-0.14270033,-0.37072966,-0.3975085,-0.4286616,-0.3905775,-0.3683042,-0.37605968,-0.32321253,-0.3752288,-0.38765582,-0.24368976,-0.2782526,-0.4178499,-0.46920493,-0.39017504,-0.4066328,-0.09879584,-0.42093024,-0.39855072,-0.36573,-0.5324232,-0.33230633,-0.46370122,-0.3838505,-0.4983462,-0.41193682,-0.43242308,-0.3710958,-0.46730083,-0.47948417,-0.115755625,-0.5090306,NA,695,"oth"
"696","000000000000000000c5_0",-0.42032704,-0.12670517,-0.41210374,-0.4820095,-0.34243113,-0.3507014,-0.34396905,-0.40474308,-0.3320701,-0.4329936,-0.37619048,-0.20838185,-0.3258427,-0.41273665,-0.47487003,-0.42229456,-0.44160372,-0.34932736,-0.45419726,-0.39485982,-0.34885803,-0.42790043,-0.37574083,-0.493398,-0.42004773,-0.409894,-0.41618866,-0.49229187,-0.5434892,-0.37433156,-0.45341936,-0.53787154,-0.4186402,NA,696,"oth"
"697","000000000000000000c6_0",-0.49803078,-0.20191847,-0.2071522,-0.38369367,-0.3639535,-0.39427862,-0.41179475,0.24610592,-0.35552913,-0.50073856,-0.4054851,-0.33582398,-0.2928,-0.29008567,-0.34296185,-0.42252457,-0.4245509,-0.25695792,-0.406507,-0.52265626,-0.4861604,-0.5,-0.40616965,-0.47598255,-0.2481053,-0.4766174,-0.4333844,-0.45403507,-0.53695065,-0.49564636,-0.47234717,-0.49113002,-0.52040815,NA,697,"oth"
"698","000000000000000000c7_0",-0.48258063,-0.23934181,-0.44833067,-0.3653277,-0.4048659,-0.35632184,-0.39038262,0.65349543,-0.34496123,-0.41328672,-0.37732768,-0.33598235,-0.2603613,-0.2098922,-0.29233593,-0.36354274,-0.4109715,-0.25287846,-0.34189406,-0.50875694,-0.5117632,-0.5585284,-0.5583004,-0.44747832,-0.3147942,-0.4552208,-0.41054556,-0.42547235,-0.40294984,-0.48503378,-0.46600333,-0.47405788,-0.5581189,NA,698,"oth"
"699","000000000000000000c8_0",-0.46249682,-0.23238206,-0.52799433,-0.38831407,-0.3606383,-0.38979962,-0.39713973,-0.3156594,-0.24861369,-0.3868104,-0.3859649,-0.14453584,-0.37676057,-0.3319797,-0.45535713,-0.3975523,-0.43110818,-0.31801087,-0.4692429,-0.37489656,-0.44149765,-0.52584755,-0.49578744,-0.45277208,-0.48977667,-0.5110803,-0.52906585,-0.45636094,-0.45109662,-0.46244058,-0.47295022,-0.2607216,-0.5195893,NA,699,"oth"
"700","000000000000000000c9_0",-0.35197133,-0.29967427,-0.319747,-0.40053684,-0.45765767,-0.31959978,-0.39589745,0.75464684,-0.3270745,-0.41486812,-0.3671945,-0.24432875,-0.31135902,-0.46333653,-0.4622544,-0.3883394,-0.432783,-0.0033911078,-0.46062407,-0.37878788,-0.39690465,-0.53368235,-0.42404902,-0.3646105,-0.29894057,-0.52052784,-0.5783076,-0.32099152,-0.36588168,-0.24672171,-0.46595174,-0.48900682,-0.4908729,NA,700,"oth"
"701","000000000000000000ca_0",-0.38230562,-0.29296875,-0.28432617,-0.42000577,-0.4621045,-0.38001272,-0.39470783,0.91093117,-0.37245426,-0.3840491,-0.36775553,-0.43796477,-0.33788395,-0.35253772,-0.15302707,-0.35510415,-0.4065062,-0.05079255,-0.40900493,-0.46278712,-0.4101336,-0.54344004,-0.5402906,-0.408044,-0.5232198,-0.47919726,-0.52307695,-0.37061548,-0.327359,-0.08504759,-0.41470587,-0.45413533,-0.5124709,NA,701,"oth"
"702","000000000000000000cb_0",-0.46404645,-0.33597508,-0.2753223,-0.36933497,-0.40414712,-0.3611608,-0.33794162,0.91093117,-0.34169024,-0.41339797,-0.3603141,-0.2006774,-0.37676057,-0.5054422,-0.5262172,-0.4219337,-0.44985673,-0.42606252,-0.46472883,-0.5267502,-0.42655367,-0.57651246,-0.5139353,-0.28695652,-0.51913476,-0.4122449,-0.5641567,-0.43925235,-0.48908144,-0.082642555,-0.4051259,-0.4923565,-0.37733036,NA,702,"oth"
"703","000000000000000000cc_0",-0.38372985,-0.32344213,-0.319747,-0.42576954,-0.43905637,-0.38641188,-0.37789428,0.9122807,-0.37731653,-0.44489288,-0.40793997,-0.49668357,-0.35086042,-0.43773946,-0.23642348,-0.40325037,-0.45454547,-0.049045388,-0.4918468,-0.30851063,-0.44991606,-0.5389049,-0.46148458,-0.33581838,-0.5541265,-0.47743165,-0.5739932,-0.38933992,-0.3811007,-0.24456982,-0.48832923,-0.49668875,-0.4529148,NA,703,"oth"
"704","000000000000000000cd_0",-0.4496124,-0.16252074,-0.42561775,-0.3111027,-0.40026507,-0.49166405,-0.28601363,0.38265306,-0.27032474,-0.41251847,-0.36981866,-0.13009709,-0.2531753,-0.39947012,-0.45192096,-0.4125874,-0.43320027,-0.47433084,-0.44566712,-0.37878788,-0.49904642,-0.49640897,-0.38746867,-0.44141352,-0.386082,-0.3408393,-0.41033435,-0.39417475,-0.31883228,-0.39721793,-0.4132581,-0.42528737,-0.3862213,NA,704,"oth"
"705","000000000000000000ce_0",-0.3915233,-0.23136346,-0.37886977,-0.38331318,-0.48487395,-0.40942028,-0.3594414,-0.3450493,-0.3322785,-0.38214198,-0.3754131,-0.1339014,-0.27687296,-0.28233153,-0.46303502,-0.3704497,-0.4401577,-0.08162774,-0.41435897,-0.5068493,-0.4976773,-0.50282764,-0.39621803,-0.19848485,-0.4672917,-0.29223093,-0.41334164,-0.4390507,-0.47785714,-0.39413,-0.40244353,-0.29707792,-0.38741723,NA,705,"oth"
"706","000000000000000000cf_0",-0.41595253,-0.22653833,-0.44479057,-0.39748955,-0.5029668,-0.38641188,-0.33376372,-0.37086377,-0.2893429,-0.4461199,-0.35887095,-0.38751927,-0.28731665,-0.4413191,-0.47106937,-0.34509987,-0.35347432,-0.042488776,-0.36643496,-0.29484355,-0.44676408,-0.49623117,-0.39180073,-0.29427636,-0.29927817,-0.4986209,-0.56407857,-0.35590926,-0.34377128,-0.4491753,-0.4228692,-0.48157173,-0.49561536,NA,706,"oth"
"707","000000000000000000d0_0",-0.40576413,-0.27976012,-0.20855148,-0.40581542,-0.4894163,-0.4704325,-0.44782758,-0.33754557,-0.38292596,-0.46066225,-0.45071772,-0.44892144,-0.17064847,-0.39561588,-0.466,-0.42867255,-0.42863873,-0.030572541,-0.43781725,-0.40787402,-0.38554215,-0.42448133,-0.37769377,-0.34404844,-0.477735,-0.42926323,-0.48194367,-0.46222034,-0.40312293,-0.021189686,-0.46552593,-0.1500484,-0.45992714,NA,707,"oth"
"708","000000000000000000d1_0",-0.45309627,-0.27637672,-0.29702252,-0.28488678,-0.31264916,-0.27246445,-0.22595596,-0.29252315,-0.21920668,-0.20801105,-0.38389668,-0.3874824,-0.2932039,-0.22844344,-0.3117207,-0.30418605,-0.26566216,-0.40272865,-0.4844822,-0.23337092,-0.45668858,-0.51287407,-0.4464354,-0.30538708,-0.45008275,-0.4299091,-0.5303994,-0.31259045,-0.29924867,-0.029322984,-0.29176632,-0.23551637,-0.23465703,NA,708,"oth"
"709","000000000000000000d2_0",-0.15765595,-0.2603104,-0.22062169,-0.32536522,-0.32827988,-0.25254813,-0.25200292,-0.30069685,-0.22346851,-0.22065455,-0.40395874,-0.3340074,-0.2753623,-0.28721696,-0.18485524,-0.24152543,-0.39236197,-0.08509423,-0.4517007,-0.19203748,-0.3664765,-0.51506025,-0.44505295,-0.32423207,-0.4575622,-0.4469697,-0.50781673,-0.29713982,-0.30110392,0.03919373,-0.25619835,-0.03513372,-0.27439725,NA,709,"oth"
"710","000000000000000000d3_0",-0.22691453,-0.2583732,-0.3363674,-0.17554586,-0.118591405,-0.40376443,-0.2933063,-0.22776026,-0.16266666,-0.4135258,-0.319747,-0.3263889,-0.42323196,0.04138852,-0.34679666,-0.32763532,-0.39566147,0.5687505,-0.36839175,-0.34924966,-0.46903247,-0.35581788,-0.16140667,-0.28656125,-0.5328467,0.27603304,-0.4538916,-0.35661972,-0.1558551,-0.1744286,-0.17793594,-0.34196186,-0.19008264,NA,710,"oth"
"711","000000000000000000d4_0",-0.26298612,-0.31202894,-0.35985532,-0.3200772,-0.13424657,-0.45175985,-0.3440536,-0.37444633,-0.136897,-0.3783019,-0.31043258,-0.3832917,-0.3376805,-0.3207458,-0.35418877,-0.3370115,-0.34926704,0.073653065,-0.46306643,-0.44835502,-0.41655108,-0.3922026,-0.16501509,-0.3668865,-0.45047712,-0.44941708,-0.48023504,-0.3838273,-0.2971506,-0.27517474,-0.18095239,-0.3114754,-0.055011522,NA,711,"oth"
"712","000000000000000000d5_0",-0.3851306,-0.31210542,-0.22828855,-0.35397694,-0.43015727,-0.4353357,-0.21495861,-0.21535693,-0.08287293,-0.34560326,-0.2949111,-0.34423167,-0.38067392,-0.2713658,-0.23966408,-0.35524455,-0.041480538,-0.24876499,-0.28954017,-0.3087739,-0.32239637,-0.2523331,-0.21384346,-0.3946842,-0.33777463,-0.356798,-0.38901344,-0.3950834,-0.27661574,0.76919717,-0.20136131,-0.32733932,-0.35369775,NA,712,"oth"
"713","000000000000000000d6_0",-0.21100917,-0.336982,-0.2431243,-0.32142857,-0.38836265,-0.4546713,-0.2904229,-0.13995136,-0.2198304,-0.32511556,-0.3343548,-0.30172816,-0.42651224,-0.098748766,-0.31048664,-0.34129694,-0.36950624,0,-0.37135532,-0.2807571,-0.37278342,-0.3893852,-0.26223925,-0.29433683,-0.27322835,-0.3266312,-0.31578946,-0.3226837,-0.26433283,-0.2624729,-0.15539804,-0.36635515,-0.3773036,NA,713,"oth"
"714","000000000000000000d7_0",-0.3224307,-0.36763486,-0.2691622,-0.031311154,-0.39612558,-0.37926793,-0.3291844,-0.33618477,-0.29083127,-0.36484745,-0.33071485,-0.4007106,-0.25230023,-0.27728614,-0.30248547,-0.38026014,-0.22589928,-0.38989764,-0.42849052,-0.4426032,-0.4401264,-0.3600513,-0.33222592,-0.36612022,-0.5092379,0.30284473,-0.4002947,-0.26140568,-0.092348285,-0.17948718,-0.13134083,-0.32368052,-0.3739931,NA,714,"oth"
"715","000000000000000000d8_0",-0.06285714,-0.3449208,-0.43704066,-0.2972276,-0.4224751,-0.40855262,-0.3419355,-0.33178005,-0.32789212,-0.3406971,-0.3026591,-0.33838576,0.15968992,-0.37204725,-0.40520984,-0.4716981,-0.22092377,0,-0.3280061,-0.4144022,-0.39274278,-0.32497865,-0.4556553,-0.30346575,-0.56352025,-0.44433993,-0.30377796,-0.27931556,-0.19536082,-0.18437226,-0.16675839,-0.37018523,-0.16822916,NA,715,"oth"
"716","000000000000000000d9_0",-0.3956143,-0.26255518,-0.35619047,-0.33816862,-0.38801843,-0.43719807,-0.30813125,-0.34404674,-0.4388445,-0.3461409,-0.39450195,-0.3556142,-0.41067615,-0.48537666,-0.39576498,-0.3643237,-0.42360103,0.040517725,-0.29453513,-0.47774482,-0.479638,-0.39157894,-0.24847001,-0.3009206,-0.47158885,0.28588942,-0.51466835,-0.37122238,-0.40947548,-0.062417,-0.19552238,-0.29032257,-0.07466281,NA,716,"oth"
"717","000000000000000000da_0",-0.23964787,-0.31097007,-0.24523738,-0.36018187,-0.38712373,-0.37103644,-0.2636816,-0.33409092,-0.27277085,-0.3480392,-0.34216028,-0.27370304,-0.40311483,-0.28755808,-0.33032873,-0.31743002,-0.2683461,-0.24355179,-0.38508683,-0.3993644,-0.3350571,-0.3681144,-0.48185483,-0.46661693,-0.38795835,-0.44170067,-0.5114663,-0.29210275,-0.45924187,-0.30981886,-0.27185446,-0.32798833,-0.14851485,NA,717,"oth"
"718","000000000000000000db_0",-0.07390817,-0.39352778,-0.28700486,-0.46160534,-0.2605115,-0.402746,-0.43716577,-0.31471446,-0.18682867,-0.35123792,-0.27463943,-0.35514387,-0.36307055,-0.4502447,-0.22658126,-0.15113547,-0.40414357,0,-0.3821306,-0.20797102,-0.34558094,-0.37128577,-0.42283106,-0.42388758,-0.50902283,-0.39948028,-0.45900095,-0.38764238,-0.4375656,-0.41461724,-0.25053304,-0.38106945,-0.19521317,NA,718,"oth"
"719","000000000000000000dc_0",-0.32281303,-0.3736142,-0.26066867,-0.37810123,-0.30885693,-0.21149242,-0.27873462,-0.4042883,-0.41699255,-0.41137123,-0.1416122,-0.40833333,-0.19492015,-0.4172057,-0.12531121,-0.41107184,-0.3640074,-0.0742333,-0.53879154,-0.35296825,-0.5280125,-0.36942297,-0.3599138,-0.4343542,-0.4273916,-0.4511041,-0.42270958,-0.48134667,-0.47081947,-0.44556522,-0.47633716,-0.33349478,-0.47586653,NA,719,"oth"
"720","000000000000000000dd_0",-0.41571194,-0.44662482,-0.19400108,-0.50487226,-0.5241005,-0.3004164,-0.42565015,-0.41857862,-0.45747125,-0.44210526,-0.31762347,-0.39310345,-0.2821484,-0.2241823,-0.43234625,-0.45560476,-0.39761293,-0.07138935,-0.45003104,-0.39528024,-0.4645002,-0.47270906,-0.46943152,-0.33514985,-0.48032787,0.1900522,-0.48676103,-0.5020816,-0.5260702,-0.49861437,-0.23006834,-0.40088838,-0.3814433,NA,720,"oth"
"721","000000000000000000de_0",-0.45537758,-0.44444445,-0.45129684,-0.48029864,-0.43968463,-0.35657576,-0.42620233,-0.40297812,-0.4657077,-0.44764045,-0.3071412,-0.32714227,-0.40364754,-0.3084778,-0.40719938,-0.45751074,-0.36436263,-0.028908554,-0.4009434,-0.39075145,-0.47724137,-0.4201389,-0.38726032,-0.2720588,-0.2950143,-0.4426434,-0.46473482,-0.35011992,-0.5412766,-0.5016137,-0.24823302,-0.39289618,-0.3960674,NA,721,"oth"
"722","000000000000000000df_0",-0.36680615,-0.34195724,-0.28230184,-0.4494839,-0.43056944,-0.37047672,-0.17430167,-0.21915285,-0.40981388,-0.4086207,-0.33196843,-0.34758157,-0.27751833,-0.41131106,-0.44827586,-0.43247864,-0.4193726,0.04007695,-0.3390453,-0.4687693,-0.42540324,-0.39756837,-0.40766823,0.02253521,-0.33670887,-0.38072577,-0.27912477,0.15662651,-0.4604027,-0.36014363,-0.21791768,-0.40713537,-0.23202,NA,722,"oth"
"723","000000000000000000e0_0",-0.38818413,-0.5049388,-0.326243,-0.39428985,-0.46912113,-0.5200587,-0.53198904,-0.37259474,-0.43134087,-0.38556617,-0.41254818,-0.23219584,-0.5121263,-0.5101051,-0.2320982,-0.47319913,-0.3328734,0.1760126,-0.36863545,-0.39322034,-0.5350413,-0.4351706,-0.49516067,-0.53313255,-0.32070708,0.04886736,-0.5141838,-0.52156866,-0.2752753,-0.36551723,-0.31931263,-0.3510185,-0.44100025,NA,723,"oth"
"724","000000000000000000e1_0",-0.40451834,-0.5344728,-0.36206895,-0.48314607,-0.084477544,-0.5106572,-0.54127383,-0.39634976,-0.47213212,-0.3982684,-0.48971194,-0.37438565,-0.54497635,-0.30017418,-0.37405133,-0.48537004,-0.48736775,0,-0.40814918,-0.55907536,-0.54915804,-0.456405,-0.50100154,-0.5661329,-0.39598393,0.03698203,-0.5422083,-0.40756428,-0.28070176,-0.4986226,-0.39315626,-0.4292135,-0.45588234,NA,724,"oth"
"725","000000000000000000e2_0",-0.15995117,-0.19544984,-0.5525266,-0.48915988,-0.43390357,-0.49660835,-0.37737128,-0.4679426,-0.36554173,-0.27166277,-0.35976738,-0.3173214,-0.4404576,-0.32781956,-0.2673367,-0.42407742,-0.38172922,0.04176158,-0.46787676,-0.4841474,-0.45173383,-0.3874304,-0.4892485,-0.35978112,-0.4540648,-0.486243,-0.3914135,-0.55675673,-0.50510854,-0.1840077,-0.23795761,-0.15645014,-0.40693197,NA,725,"oth"
"726","000000000000000000e3_0",-0.25831202,-0.4657763,-0.5214028,-0.2696456,-0.39956802,-0.41180393,-0.3008299,-0.339165,-0.31139448,-0.24719101,-0.3456245,-0.28625953,-0.51587045,-0.41946727,-0.44611132,-0.39848867,-0.4029929,0.026054258,-0.46838522,-0.44189382,-0.44944945,-0.53228056,-0.46864197,-0.5270301,-0.4668175,-0.35892656,-0.4426581,-0.5257388,-0.41600633,-0.5444371,-0.09195149,-0.40626717,-0.2799479,NA,726,"oth"
"727","000000000000000000e4_0",-0.51006424,-0.45247883,-0.15469614,-0.36786655,-0.43189368,-0.2960822,-0.4122394,-0.3085758,-0.3355049,-0.36400324,-0.36205664,-0.31067252,-0.41050255,0.07793489,-0.42449403,-0.4164706,-0.36256,-0.03624225,-0.45782465,-0.39569893,-0.45544863,-0.40833166,-0.38546988,-0.23117515,-0.45990837,-0.4840543,-0.43556544,-0.5045099,-0.44054815,-0.31424025,-0.46113417,-0.37652385,-0.44838506,NA,727,"oth"
"728","000000000000000000e5_0",-0.33831283,-0.2674499,-0.32047477,-0.38496128,-0.35754007,-0.40078226,-0.3807631,-0.3602675,-0.35691687,-0.3103103,-0.37740386,-0.3573499,-0.46252567,-0.3151223,-0.33232513,-0.38300312,-0.39106604,-0.070284404,-0.39702603,-0.44229048,-0.43575558,-0.368396,-0.43420506,-0.30813476,-0.40974337,-0.45045966,-0.4359557,-0.362016,-0.40781185,-0.2866426,-0.3438472,-0.29715762,-0.38905028,NA,728,"oth"
"729","000000000000000000e6_0",-0.43302813,-0.36958647,-0.3866077,-0.39964223,-0.4116022,-0.5107807,-0.43636364,-0.43097538,-0.40786886,-0.44347826,-0.14268728,-0.4408754,-0.43589744,-0.43362832,-0.49511644,-0.41133577,-0.012987013,-0.39638385,-0.5374698,-0.49827123,-0.5125254,-0.29786536,-0.53343827,-0.430605,-0.5631344,-0.62298024,-0.6231382,-0.35209236,-0.5084536,-0.42735603,-0.40635127,-0.37966537,-0.4435216,NA,729,"oth"
"730","000000000000000000e7_0",-0.45552698,-0.38357374,-0.49236408,-0.3551317,-0.41506228,-0.45427376,-0.34925914,-0.40229273,-0.41744965,-0.53871864,-0.2568355,-0.34977168,-0.25072286,-0.44548085,-0.45947632,-0.42226228,-0.16109422,-0.44172233,-0.5033479,-0.47042093,-0.53101265,-0.29874885,-0.5525727,-0.4098968,-0.56317204,-0.49828702,-0.55211025,-0.30304915,-0.38169935,-0.2882353,-0.4173404,-0.41474026,-0.4117647,NA,730,"oth"
"731","000000000000000000e8_0",-0.13693999,-0.405549,-0.24968633,-0.4101519,-0.41649175,-0.51854104,-0.46055648,-0.42483297,-0.3938294,-0.5271584,-0.3098395,-0.40803382,-0.32156646,-0.44090766,-0.3011583,-0.41973907,-0.08997429,-0.44075498,-0.48827666,-0.44084185,-0.5460725,-0.31012857,-0.5838195,-0.401277,-0.58254397,-0.63839287,-0.63190186,-0.39474607,-0.49184486,-0.49139968,-0.4403345,-0.19901478,-0.46853146,NA,731,"oth"
"732","000000000000000000e9_0",-0.49412492,-0.4877179,-0.46853146,-0.37847868,-0.4943531,-0.323761,-0.43496045,-0.46757492,-0.41635147,-0.47228146,-0.44066587,-0.2560345,-0.44690266,-0.4895805,-0.47460088,-0.47219345,-0.37471396,-0.38171262,-0.5105654,-0.48003435,-0.4824281,-0.526064,-0.47830525,-0.37770978,-0.48102248,-0.54290015,-0.4866844,-0.42942148,-0.52340424,-0.47826087,-0.4764151,-0.16015252,-0.44328508,NA,732,"oth"
"733","000000000000000000ea_0",-0.4571366,-0.44583148,-0.41890755,-0.38063365,-0.44094238,-0.33273542,-0.47031963,-0.39007092,-0.412871,-0.309897,-0.18142734,-0.43686637,-0.3622001,-0.35976106,-0.40723982,-0.3225036,-0.38844302,-0.3869835,-0.38930535,-0.40257016,-0.4554602,-0.45806152,-0.43228552,-0.4275274,-0.4506073,-0.46797034,-0.46014494,-0.4213343,-0.33876443,-0.45071295,-0.35234094,-0.4575132,-0.37282464,NA,733,"oth"
